function,file,string
dump_page_tables,dp264_info.c,BOOT_L2PAGES: %d (decimal)\n
dump_page_tables,dp264_info.c,BOOT_L30PAGES: %d (decimal)\n
dump_page_tables,dp264_info.c,BOOT_L31PAGES: %d (decimal)\n
dump_page_tables,dp264_info.c,BOOT_PTEPAGES: %d (decimal)\n
dump_page_tables,dp264_info.c,l1pt = %08x\n
dump_page_tables,dp264_info.c,l2p2 = %08x\n
dump_page_tables,dp264_info.c,l3pt0 = %08x\n
dump_page_tables,dp264_info.c,l3pt1 = %08x\n
dump_page_tables,dp264_info.c,base = %08x\n
dump_page_tables,dp264_info.c,ptbr = %08x  (%08x)\n
dump_scb,dp264_info.c,(%x) %x/  %x
dump_scb,dp264_info.c, = %s\n
dump_tsunami_csrs,dp264_info.c,\n%-7.7s CSRs: 
dump_tsunami_csrs,dp264_info.c,%23.16x\n
dump_tsunami_csrs,dp264_info.c,%-20.20s %016X
dump_tsunami_csrs,dp264_info.c, : %04x\n
showfrutree,dp264_info.c,GCT_BUFFER_HEADER\n
showfrutree,dp264_info.c,addr of config tree       %x\n
showfrutree,dp264_info.c,buffer_cksum              %x\n
showfrutree,dp264_info.c,buffer_size               %x\n
showfrutree,dp264_info.c,rev_major                 %x\n
showfrutree,dp264_info.c,rev_minor                 %x\n
showfrutree,dp264_info.c,galaxy_enable             %x\n
showfrutree,dp264_info.c,\nGCT_ROOT_NODE\n
showfrutree,dp264_info.c,Root->lock                %x\n
showfrutree,dp264_info.c,Root->transient_level     %x\n
showfrutree,dp264_info.c,Root->Current_level       %x\n
showfrutree,dp264_info.c,Root->console_req         %x\n
showfrutree,dp264_info.c,Root->min_alloc           %x\n
showfrutree,dp264_info.c,Root->min_align           %x\n
showfrutree,dp264_info.c,Root->base_alloc          %x\n
showfrutree,dp264_info.c,Root->base_align          %x\n
showfrutree,dp264_info.c,Root->max_phys_addr       %x\n
showfrutree,dp264_info.c,Root->mem_size            %x\n
showfrutree,dp264_info.c,Root->platform_type       %x\n
showfrutree,dp264_info.c,Root->platform_name       %x\n
showfrutree,dp264_info.c,Root->primary_instance    %x\n
showfrutree,dp264_info.c,Root->first_free          %x\n
showfrutree,dp264_info.c,Root->high_limit          %x\n
showfrutree,dp264_info.c,Root->lookaside           %x\n
showfrutree,dp264_info.c,Root->available           %x\n
showfrutree,dp264_info.c,Root->max_partition       %x\n
showfrutree,dp264_info.c,Root->partitions          %x\n
showfrutree,dp264_info.c,Root->communities         %x\n
showfrutree,dp264_info.c,Root->max_plat_partition  %x\n
showfrutree,dp264_info.c,Root->max_frag            %x\n
showfrutree,dp264_info.c,Root->max_desc            %x\n
showfrutree,dp264_info.c,Root->galaxy_id           %x\n
showfrutree,dp264_info.c,Root->bindings            %x\n\n
showfrutree,dp264_info.c,GCT Depth View:\n
showfrutree,dp264_info.c,    
showfrutree,dp264_info.c,%s ID %016.016x 
showfrutree,dp264_info.c,subtype %x 
showfrutree,dp264_info.c,hd ext %x 
showfrutree,dp264_info.c,fru %x 
showfrutree,dp264_info.c,handle %x 
showfrutree,dp264_info.c,\ndump each node ? (Y/<N>) 
showfrutree,dp264_info.c,GCT each node view:\n
showfrutree,dp264_info.c,\nGCT_NODE:          %x\n
showfrutree,dp264_info.c,->type             %x\n
showfrutree,dp264_info.c,->subtype          %x\n
showfrutree,dp264_info.c,->size             %x\n
showfrutree,dp264_info.c,->hd_extension     %x\n
showfrutree,dp264_info.c,->owner            %x\n
showfrutree,dp264_info.c,->current_owner    %x\n
showfrutree,dp264_info.c,->id               %16.16x\n
showfrutree,dp264_info.c,->node_flags       %x\n
showfrutree,dp264_info.c,->config           %x\n
showfrutree,dp264_info.c,->affinity         %x\n
showfrutree,dp264_info.c,->parent           %x\n
showfrutree,dp264_info.c,->next_sib         %x\n
showfrutree,dp264_info.c,->prev_sib         %x\n
showfrutree,dp264_info.c,->child            %x\n
showfrutree,dp264_info.c,->depth            %x\n
showfrutree,dp264_info.c,->fru_count        %x\n
showfrutree,dp264_info.c,->fru              %x\n
showfrutree,dp264_info.c,->subpkt_count     %x\n
showfrutree,dp264_info.c,->subpkt_offset    %x\n
showfrutree,dp264_info.c,Subpkt->subpack_length %x\n
showfrutree,dp264_info.c,Subpkt->subpack_class  %x\n
showfrutree,dp264_info.c,Subpkt->subpack_type   %x\n
showfrutree,dp264_info.c,Subpkt->subpack_rev    %x\n
showfrutree,dp264_info.c,Subpkt->processor_id        %x\n
showfrutree,dp264_info.c,Subpkt->processor_family    %x\n
showfrutree,dp264_info.c,Subpkt->cpu_state           %x\n
showfrutree,dp264_info.c,Subpkt->ovms_pal            %x\n
showfrutree,dp264_info.c,Subpkt->dunix_pal           %x\n
showfrutree,dp264_info.c,Subpkt->wnt_pal             %x\n
showfrutree,dp264_info.c,Subpkt->alpha_type          %x\n
showfrutree,dp264_info.c,Subpkt->procesor_variation  %x\n
showfrutree,dp264_info.c,Subpkt->mem_id            %x\n
showfrutree,dp264_info.c,Subpkt->register_count    %x\n
showfrutree,dp264_info.c,Subpkt->bridge_level      %x\n
showfrutree,dp264_info.c,Subpkt->bridge_type       %x\n
showfrutree,dp264_info.c,Subpkt->register_count    %x\n
showfrutree,dp264_info.c,Subpkt->physical_addr     %x\n
showfrutree,dp264_info.c,Subpkt->pci_config_addr   %x\n
showfrutree,dp264_info.c,Subpkt->space0            %x\n
showfrutree,dp264_info.c,Subpkt->space1            %x\n
showfrutree,dp264_info.c,Subpkt->space2            %x\n
showfrutree,dp264_info.c,Subpkt->space3            %x\n
showfrutree,dp264_info.c,Subpkt->space4            %x\n
showfrutree,dp264_info.c,Subpkt->space5            %x\n
showfrutree,dp264_info.c,Subpkt->space6            %x\n
showfrutree,dp264_info.c,Subpkt->space7            %x\n
showfrutree,dp264_info.c,Subpkt->cache_level       %x\n
showfrutree,dp264_info.c,Subpkt->cache_speed       %x\n
showfrutree,dp264_info.c,Subpkt->cache_size        %x\n
showfrutree,dp264_info.c,Subpkt->size_avail        %x\n
showfrutree,dp264_info.c,Subpkt->cache_wp          %x\n
showfrutree,dp264_info.c,Subpkt->cache_ec          %x\n
showfrutree,dp264_info.c,Subpkt->cache_type        %x\n
showfrutree,dp264_info.c,Subpkt->cache_state       %x\n
showfrutree,dp264_info.c,Subpkt->fru_count         %x\n
showfrutree,dp264_info.c,Subpkt->fru               %x\n
showfrutree,dp264_info.c,Subpkt->ps_type           %x\n
showfrutree,dp264_info.c,Subpkt->ps_id             %x\n
showfrutree,dp264_info.c,Subpkt->ps_status         %x\n
showfrutree,dp264_info.c,Subpkt->bus_id            %x\n
showfrutree,dp264_info.c,Subpkt->register_count    %x\n
showfrutree,dp264_info.c,Subpkt->reset_reason      %x\n
showfrutree,dp264_info.c,Subpkt->ev_count          %x\n
showfrutree,dp264_info.c,Subpkt->load_id           %x\n
showfrutree,dp264_info.c,Subpkt->ROM_level         %x\n
showfrutree,dp264_info.c,Subpkt->ROM_rev           %x\n
showfrutree,dp264_info.c,Subpkt->net_addr          %x\n
showfrutree,dp264_info.c,Subpkt->dev_driv_level    %x\n
showfrutree,dp264_info.c,Subpkt->diag_level        %x\n
showfrutree,dp264_info.c,Subpkt->load_ucode_level  %x\n
showfrutree,dp264_info.c,Subpkt->bin_func_num      %x\n
showfrutree,dp264_info.c,Subpkt->smb_id            %x\n
showfrutree,dp264_info.c,Subpkt->register_count %x\n
showfrutree,dp264_info.c,Subpkt->rmc_id            %x\n
showfrutree,dp264_info.c,Subpkt->rmc_pic_hw_rev    %x\n
showfrutree,dp264_info.c,Subpkt->rmc_pic_fw_rev    %x\n
showfrutree,dp264_info.c,Subpkt->fru_count         %x\n
showfrutree,dp264_info.c,Subpkt->fru_offset        %x\n
showfrutree,dp264_info.c,Subpkt->console_id        %x\n
showfrutree,dp264_info.c,Subpkt->sensor_class      %x\n
showfrutree,dp264_info.c,Subpkt->sensor_prop       %x\n
showfrutree,dp264_info.c,Unknown subpacket type = %x\n
showfrutree,dp264_info.c,node FRU Desc addr %x:\n
showfrutree,dp264_info.c,->type       %x\n
showfrutree,dp264_info.c,->subtype    %x\n
showfrutree,dp264_info.c,->size       %x\n
showfrutree,dp264_info.c,->hd_ext     %x\n
showfrutree,dp264_info.c,->owner      %x\n
showfrutree,dp264_info.c,->curr_own   %x\n
showfrutree,dp264_info.c,->id         %16.16x\n
showfrutree,dp264_info.c,->node_flag  %x\n
showfrutree,dp264_info.c,->config     %x\n
showfrutree,dp264_info.c,->affinity   %x\n
showfrutree,dp264_info.c,->parent     %x\n
showfrutree,dp264_info.c,->next_sib   %x\n
showfrutree,dp264_info.c,->prev_sib   %x\n
showfrutree,dp264_info.c,->child      %x\n
showfrutree,dp264_info.c,->depth      %x\n
showfrutree,dp264_info.c,->fru_diagflag    %x\n
showfrutree,dp264_info.c,->fru_diagfailure %x\n
showfrutree,dp264_info.c,\ndump binary ? (Y/<N>) 
showfrutree,dp264_info.c,\n\t.title	GCT_FRU_BINARY\n
showfrutree,dp264_info.c,"	.psect  data, noexe,wrt,quad\n"
showfrutree,dp264_info.c,	GCTFRU:\n
showfrutree,dp264_info.c,"\t.long ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c," ^x%x, "
showfrutree,dp264_info.c, ^x%x\n
showfrutree,dp264_info.c,	.ALIGN	QUAD\n
showfrutree,dp264_info.c,"	.psect  code, exe,nowrt\n"
showfrutree,dp264_info.c,"	.entry	start, ^m<>\n"
showfrutree,dp264_info.c,	.end    start\n
dq_initialize,dq_driver.c,IDE controller is not emulated\n
dq_init,dq_driver.c,dq_owner
dq_init_pb,dq_driver.c,dq_init
dq_init_port,dq_driver.c,dq_owner
dq_init_port,dq_driver.c,port %s initialized\n
dq_init_port,dq_driver.c,_poll
dq_new_unit,dq_driver.c,Compaq 
dq_new_unit,dq_driver.c,DEC 
dq_new_unit,dq_driver.c,%8.8s
dq_new_unit,dq_driver.c,%s%s%d
dq_new_unit,dq_driver.c,%-18s %-24s %5s  %s
dq_new_unit,dq_driver.c,%-24s   %-8s   %24s  %s
dq_new_unit,dq_driver.c,%-18s %-24s %5s %5s\n
dq_poll,dq_driver.c,_poll
atapi_do_send,dq_driver.c,atapi_do_send: Unknown interrupt reason %d\n
atapi_do_send,dq_driver.c,"atapi_do_send: Failed, status = %2x, error =%2x\n"
dq_command,dq_driver.c,dq_command: Unsupported command %d\n
dup_startup,dup.c,dup_startup: %s\n
dup_startup,dup.c,dup_startup: unit found\n
dup_startup,dup.c,"dup_startup: device valid, ub = %x, cb = %x, sb = %x\n"
dup_startup,dup.c,dup_shutdown:\n
dup_startup,dup.c,dup_shutdown: stop\n
dup_startup,dup.c,dup_shutdown: status = %x\n
dup_create_poll,dup.c,dup_poll
dup_create_poll,dup.c,dup_poll
dup_create_poll,dup.c,Created dup_poll: pid %x\n
dup_init,dup.c,dup_poll
dup_poll,dup.c,dup_poll killed\n
dup_begin,dup.c,MSCP$DUP        
dup_begin,dup.c,MSCP$DUP_DRIVER 
dup_begin,dup.c,                
dup_begin,dup.c,dup_rsp
dup_begin,dup.c,DIRECT
dup_begin,dup.c,Task? 
dup_begin,dup.c,starting %s on %s (%s)\n
dup_begin,dup.c,starting %s on %s (%s)\n
dup_dialog_imm,dup.c,%s --> %s\n
dup_dialog_imm,dup.c,%s --> %s\n
dup_dialog_imm,dup.c,%s --> %s\n
dup_dialog_imm,dup.c,%s\n
dup_dialog_imm,dup.c,%s\n
dup_dialog,dup.c,%s --> %s\n
dup_dialog,dup.c,%s --> %s\n
dup_dialog,dup.c,%s --> %s\n
dup_dialog,dup.c,%s\n
dup_dialog,dup.c,%s\n
dv_init,dv_driver.c,82077
dv_init,dv_driver.c,FLOPPY
dv_init,dv_driver.c,"dv_init, pb = %x\n"
dv_init_units,dv_driver.c,ide_isr
dv_init_units,dv_driver.c,ide_owner
ide_open,dv_driver.c,offset must be a multiple of the sector size\n
ide_common_io_sub,dv_driver.c,Cannot access data beyond an offset of %d\n
ide_common_io_sub,dv_driver.c,Offset requested was %d\n
ide_do_io,dv_driver.c,IDE bad sector encountered or read unsuccessful\n
ide_do_io,dv_driver.c,IDE bad sector encountered or write unsuccessful\n
ide_recalibrate_cmd,dv_driver.c,floppy drive unit is not present \n
ide_recalibrate_cmd,dv_driver.c,did not seek to cylinder 0\n
ide_recalibrate_cmd,dv_driver.c,instead seeked to cylinder %d\n
ide_recalibrate_cmd,dv_driver.c,or retries used up\n
ide_configure_cmd,dv_driver.c,timeout occurred in sending configure cmd\n
ide_seek_cmd,dv_driver.c,timeout occurred in sending seek cmd\n
ide_rw_data_cmd,dv_driver.c,timeout occurred in sending r/w data cmd\n
ide_check_sr0,dv_driver.c,IDE command not successfully terminated\n
ide_check_sr0,dv_driver.c,ST0 = %02x\n
ide_check_sr0,dv_driver.c,Invalid IDE command\n
ide_check_sr0,dv_driver.c,ST0 = %02x\n
ide_check_sr0,dv_driver.c,SR0 = C0\n
ide_check_sr0,dv_driver.c,"Error, ST0 =%02x\n"
ide_check_status,dv_driver.c,Missing address mark\n
ide_check_status,dv_driver.c,Disk is write protected\n
ide_check_status,dv_driver.c,Could not find sector\n
ide_check_status,dv_driver.c,Soft error: data overrun or underrun\n
ide_check_status,dv_driver.c,Tried to read beyond final sector of track\n
ide_check_status,dv_driver.c,CRC error\n
ide_check_status,dv_driver.c,Bad track\n
ide_send_command,dv_driver.c,timeout in sending IDE command %02x\n
ide_read_result,dv_driver.c,timeout in reading IDE status\n
ide_read_result,dv_driver.c,Invalid opcode \n
ide_new_unit,dv_driver.c,DVA%d
ide_new_unit,dv_driver.c,RX26/RX23
ide_new_unit,dv_driver.c,RX23
ide_new_unit,dv_driver.c,%-18s %-24s %5s
ide_new_unit,dv_driver.c,%-24s   %-8s   %24s
ide_setmode,dv_driver.c,dv setmode - start\n
ide_setmode,dv_driver.c,dv setmode - stop\n
ide_setmode,dv_driver.c,setmode error - illegal mode.\n
ide_config,dv_driver.c,%s\n
enable_controller,dv_driver.c,interrupt due to reset never occurred \n
dw_init,dw_driver.c,dw_init\n
dw_init_pb,dw_driver.c,dw_init_pb %s\n
dw_init_pb,dw_driver.c,%s%c0
dw_init_I,dw_driver.c,dw_init_I %s\n
dw_init_I,dw_driver.c,"\ndw_init_I: vector = %08x, eisa_addr = %08x, eisa_size = %08x\n"
dw_init_I,dw_driver.c,DW%c0
dw_init_I,dw_driver.c,\n%s Init Driver Error \n
dw_init_driver,dw_driver.c,\ndw_init_driver %s\n
dw_init_driver,dw_driver.c,%4.4s_isr_tx
dw_init_driver,dw_driver.c,%4.4s_isr_rx
dw_init_driver,dw_driver.c,rx_%4.4s
dw_init_driver,dw_driver.c,tx_%4.4s
dw_init_driver,dw_driver.c,%02X-%02X-%02X-%02X-%02X-%02X
dw_init_driver,dw_driver.c,%-24s   %-8s   %24s
dw_init_driver,dw_driver.c,"\npb.name[%s], pb.alias[%s], pb.info[%s]\n"
dw_init_driver,dw_driver.c,\nENV VAR NAME: %s\t
dw_alloc_scb_ssb_plist,dw_driver.c,dw_alloc_scb_ssb_plist %s\n
dw_alloc_scb_ssb_plist,dw_driver.c,\ndummy alloc addr = %08x\n
dw_dealloc_scb_ssb_list,dw_driver.c,dw_dealloc_scb_ssb_list %s\n
print_scb_ring,dw_driver.c,\n%d: a_scblist: %08x; a_next: %08x\n
print_scb_ring,dw_driver.c,"\n    cmd: %04x, param_0: %04x, param_1: %04x\n"
dw_init_adapter,dw_driver.c,dw_init_adapter %s\n
dw_init_adapter,dw_driver.c,Loading MAC code %s \n
dw_init_adapter,dw_driver.c,DW300: Initial Test Error\n
dw_init_adapter,dw_driver.c,DW300: Adapter Software Checksum Error\n
dw_init_adapter,dw_driver.c,DW300: Adapter RAM error\n
dw_init_adapter,dw_driver.c,DW300: Instruction Test Error\n
dw_init_adapter,dw_driver.c,DW300: Context/Interrupt Test Error\n
dw_init_adapter,dw_driver.c,DW300: Protocol Handler/RI Hardware Error\n
dw_init_adapter,dw_driver.c,DW300: System Interface Register Error\n
dw_init_adapter,dw_driver.c,BUD Failed \n
dw_init_adapter,dw_driver.c,BUD passed\n
dw_init_adapter,dw_driver.c,\nInitialization error %x
dw_init_adapter,dw_driver.c,\nInitialization failed %x
dw_init_adapter,dw_driver.c,\nBud DMA Failed
dw_init_adapter,dw_driver.c,%s Open Adapter Failed \n
print_sw_level_info,dw_driver.c,TMS38016
print_sw_level_info,dw_driver.c,TMS38025
print_sw_level_info,dw_driver.c,Vendor code: %c; uCode: %s rev %x.%02x; Chip: %s step %x.%x\n
dw_open,dw_driver.c,dw_open %s \n
dw_open_adapter,dw_driver.c,"  Opening %s adapter, pending opens = %d\n"
dw_open_adapter,dw_driver.c,Digital -- DW300 
dw_open_adapter,dw_driver.c,open command failed\n
dw_close,dw_driver.c,"\ndw_close %s #%d, net = %d\n"
dw_setmode,dw_driver.c,dw_setmode: %s mode=%x\n
dw_stop_driver,dw_driver.c,dw_stop_driver %s\n
dw_restart_driver,dw_driver.c,dw_restart_driver %s \n
dw_restart_driver,dw_driver.c,\n%s Init Adapter Error \n
dw_poll,dw_driver.c,dw_poll %s\n
dw_interrupt,dw_driver.c,\n### INTERRUPT %04x %s 
dw_interrupt,dw_driver.c,\n-- adapter check error\n
dw_interrupt,dw_driver.c,\n#### dw adapter check: %04x ####\n
dw_interrupt,dw_driver.c,\n#### dw ring status: %04x ####\n
dw_interrupt,dw_driver.c,\n#### dw scb clear ####\n
dw_interrupt,dw_driver.c,\n#### Unexpected CMD_C_RNGSTS interrupt ####\n
dw_interrupt,dw_driver.c,\n#### dw cmd reject: P1 %04x P0 %04x ####\n
dw_interrupt,dw_driver.c,\n#### dw cmd open: P0 %04x ####\n
dw_interrupt,dw_driver.c,\n#### dw cmd close: P0 %04x ####\n
dw_interrupt,dw_driver.c,\n#### Unexpected CMD_C_XMIT interrupt ####\n
dw_interrupt,dw_driver.c,\n#### Unexpected CMD_C_RECV interrupt ####\n
dw_interrupt,dw_driver.c,"\n#### rcv pkt: status = %04x, plist @%08x, buf @%08x, pkt size = %d ####\n"
dw_interrupt,dw_driver.c,"\n#### xmt pkt: %s status = %04x, plist @%08x ####\n"
dw_interrupt,dw_driver.c,-- adapter check error\n
dw_interrupt,dw_driver.c,\n$$$$ dw adapter check (while not started): %04x ####\n
dw_interrupt,dw_driver.c,\n$$$$ dw cmd open: P0 %04x ####\n
dw_interrupt,dw_driver.c,dw_int: adapter is not responding\n
dw_handle_cmd_reject,dw_driver.c,"Unexpected CMD_C_REJECT: id=%04x, sts=%04x\n"
dw_show_ring_status,dw_driver.c,"Ring status: SigLoss=%04d,  HardErr=%04d, SoftErr=%04d\n"
dw_show_ring_status,dw_driver.c,"             XmtBeac=%04d,  LobeFlt=%04d, AutoRem=%04d\n"
dw_show_ring_status,dw_driver.c,"             RemvStn=%04d,  SnglStn=%04d, RingRec=%04d\n"
dw_init_rx_plists,dw_driver.c,dw_init_rx_plists %s \n
dw_init_rx_plists,dw_driver.c,\nrcv_plists: (buffer size: %d (0x%04x) %d plists\n
dw_read,dw_driver.c,\ndw_read: %s size: %d number: %d\n
dw_read,dw_driver.c,\ndw_read: Callback message received.\n
dw_issue_receive_cmd,dw_driver.c,\ndw_issue_receive_cmd %s \n
dw_rx_proc,dw_driver.c,"\n-- waking up proc_rx: %s @ next_rcvplist = %08x, cstat = %04x, last_rcvplist %08x\n"
dw_msg_rcvd,dw_driver.c,"\ndw_msg_rcvd: %s @%08x, size: %d\n"
dw_process_rx_plist,dw_driver.c,\ndw_process_rx_plist: %s @%0x8\n
dw_process_rx_plist,dw_driver.c," --- rcv pkt: cstat = %04x, plist @%08x, buf @%08x, pkt size = %d ####\n"
dw_process_rx_plist,dw_driver.c,\ndw_process_rx_plist: %s\n
dw_process_rx_plist,dw_driver.c,\ndw_process_rx_plist: %s Unexpected multi-seg frame: size %d\n
dw_process_rx_plist,dw_driver.c,\ndw_process_rx_plist: %s no START of frame\n
dw_process_rx_plist,dw_driver.c,"\n -- plist @%08x, cstat = %04x, len = %d, buf @%0x8\n"
dw_release_rcv_plist,dw_driver.c,\n release_rcv_plist %s \n
dw_free_rcv_pkts,dw_driver.c,dw_free_rcv_pkts %s\n
dw_init_tx_plists,dw_driver.c,\ndw_init_tx_plists %s \n
dw_init_tx_plists,dw_driver.c,\nxmt_plists: %d plists\n
show_plists,dw_driver.c,"\n#%d: a_plist: %08x, a_next: %08x, a_buf: %08x \n"
dw_write,dw_driver.c,\ndw_write %s \n
dw_write,dw_driver.c,"\ndw_write %s [ENET / 802.3]: @buf: %08x, item_size: %d, #: %d, len: %d\n"
dw_write,dw_driver.c,"\ndw_write %s [ENET / 802.3]: @buf: %08x, item_size: %d, #: %d, len: %d\n"
dw_write,dw_driver.c,\ndw_write: driver STOPPED or UNIT'D\n
dw_write,dw_driver.c,\ndw_write: no xmt plist available\n
dw_write,dw_driver.c,\ndw_write [TOKEN RING]: len = %d\n
dw_write,dw_driver.c,\ndw_write: Unsupported multi-segment write\n
dw_callback_write,dw_driver.c,\ndw_callback_write %s \n
dw_callback_write,dw_driver.c,dw_write: no xmt plist available\n
dw_callback_write,dw_driver.c,\ndw_write [TOKEN RING]: len = %d\n
dw_callback_write,dw_driver.c,dw_write: Unsupported multi-segment write\n
dw_out,dw_driver.c,dw_out %s \n
dw_out,dw_driver.c,dw_out: no room in cmd FIFO\n
show_plist,dw_driver.c,dw_out plist: @%08x: cstat:%04x size:%d count:%d &buf:%08x\n
show_plist,dw_driver.c,\ndw_out plist: @%08x: cstat:%04x size:%d count:%d &buf:%08x\n
dw_tx_proc,dw_driver.c,*** dw_tx_proc waking up: %s plist @%08x ssb_w_status: %04x\n
dw_process_tx_plist,dw_driver.c,dw_process_tx_plist %s \n
dw_get_next_xmt_plist,dw_driver.c,dw_get_next_xmt_plist %s \n
dw_release_xmt_plist,dw_driver.c,dw_release_xmt_plist( %s \n
dw_control_t,dw_driver.c,dw_control_t %s \n
dw_control_t,dw_driver.c,TxI: %d RxI: %d BABL: %d CERR: %d MISS: %d MERR: %d\n
dw_control_t,dw_driver.c,TX FULL: %d BRDCST: %d TX BUE: %d RX BUE: %d\n
dw_change_mode,dw_driver.c,dw_change_mode %s \n
dw_dump_csrs,dw_driver.c,\nPCI CONFIG CSRS:\n
dw_dump_csrs,dw_driver.c,\tVEND_DEV_ID %x: \t%x\n
dw_dump_csrs,dw_driver.c,\tCOM_STAT    %x: \t%x\n
dw_dump_csrs,dw_driver.c,\tREV_ID      %x: \t%x\n
dw_dump_csrs,dw_driver.c,\tBASE_ADDR0  %x: %x\n
dw_dump_csrs,dw_driver.c,\tBASE_ADDR1  %x: %x\n
dw_dump_csrs,dw_driver.c,\tBASE_ADDR2  %x: %x\n
dw_dump_csrs,dw_driver.c,\tINT_LINE    %x: %x\n
dw_dump_csrs,dw_driver.c,\nTMS380 CSRS:\n
dw_dump_csrs,dw_driver.c,\tSIFDAT:    %04x \n
dw_dump_csrs,dw_driver.c,\tSIFADR:    %04x \n
dw_dump_csrs,dw_driver.c,\tSIFCMDSTS: %04x \n
dw_dump_csrs,dw_driver.c,\tSIFACL:    %04x \n
dw_dump_csrs,dw_driver.c,\tSIFADX:    %04x \n
dw_dump_csrs,dw_driver.c,\tSIFDMALEN: %04x \n
dw_dump_csrs,dw_driver.c,\nDW300 CSRS:\n
dw_dump_csrs,dw_driver.c,  ZC86: %04x   ZC87: %04x\n
dw_dump_csrs,dw_driver.c,   MMR: %04x\n
dw_write_csr,dw_driver.c,\nwrite csr %08x val: %08x\n
dw_write_byte_csr,dw_driver.c,\nwrite csr %08x val: %08x\n
convert_enet_to_tokenring,dw_driver.c,\nconvert_enet_to_tokenring %s \n
convert_enet_to_tokenring,dw_driver.c,\nbefore filter: da = %02x-%02x-%02x-%02x-%02x-%02x 
convert_enet_to_tokenring,dw_driver.c,", sa = %02x-%02x-%02x-%02x-%02x-%02x\n"
convert_enet_to_tokenring,dw_driver.c,\nafter filter: da = %02x-%02x-%02x-%02x-%02x-%02x 
convert_enet_to_tokenring,dw_driver.c,%4.4s_source_route
convert_tokenring_to_enet,dw_driver.c,\nconvert_tokenring_to_enet %s \n
_init,dynamic.c,dyn_sync
_init,dynamic.c,dyn_release
_init,dynamic.c,expand_zone
_init,dynamic.c,malloc
_init,dynamic.c,dyn$_init: Not on a %d byte boundary\n
_zfree,dynamic.c,Zone %08X had %d bytes allocated when freed\n
_expand,dynamic.c,dyn$_expand: not on a %d byte boundary\n
_expand,dynamic.c,dyn$_expand: size %d is not a multiple of %d\n
malloc,dynamic.c,malloc: pid %x (%s) pc %08X adr %08X\n
malloc_noown,dynamic.c,malloc: pid %x (%s) pc %08X adr %08X\n
_malloc,dynamic.c,CPU%d: 
_malloc,dynamic.c,Operator intervention required : increase heap_expand environment variable\n
_malloc,dynamic.c,Console heap space will be automatically increased in size by %dKB\n
_malloc,dynamic.c,pid %x (%s) pc %08X x %x\n
_malloc,dynamic.c,MALLOC: Allocated is bigger than zone size\n
_malloc,dynamic.c,"  zone %x, size %x, allocated %x\n"
_malloc,dynamic.c,  pid %x (%s) pc %08X requested %5d got %5d adr %08X\n
_malloc,dynamic.c,pid %x (%s) pc %08X requested %5d got %5d adr %08X\n
_malloc,dynamic.c,%08X trapped by dyn$_malloc in %s at %08X\n
free,dynamic.c,free: pid %x (%s) pc %08X adr %08X\n
_free,dynamic.c,process %s %08X freeing a null pointer\n
_free,dynamic.c,%08X trapped by dyn$_free in %s at %08X\n
_free,dynamic.c,Block %08X is not in any zone\n
_free,dynamic.c,pid %x (%s) pc %08X free adr %08X %d\n
_free,dynamic.c,FREE: Freeing a block with a positive size %08X\n
_free,dynamic.c,  pid %x (%s) pc %08X free adr %08X\n
_free,dynamic.c,"  zone %x, size %x, allocated %x\n"
_realloc,dynamic.c,CPU%d: realloc 
_procstat,dynamic.c,   PID       bytes  name\n
_procstat,dynamic.c,-------- ---------- ----\n
_procstat,dynamic.c,%08X %10d 
_procstat,dynamic.c,%s\n
_procstat,dynamic.c,????\n
conzone_init,dynamic.c,Unable to initialize CONZONE. Insufficient memory.\n
conzone_init,dynamic.c,Initializing CONZONE starting at address %x of size %x\n
conzone_init,dynamic.c,Unable to malloc Conzone pointer\n
conzone_remove,dynamic.c,"Removing CONZONE, High Water %d\n"
conzone_remove,dynamic.c,"Warning -- console zone is not free, alloc = %d\n"
conzone_remove,dynamic.c,pid %x (%s) pc %08X\n
zoneexpand,dynamic.c,zoneexpand: %x %d %d\n
zoneexpand,dynamic.c,  pid %x (%s) pc %08X\n
zoneexpand,dynamic.c,Unable to expand zone %x\n
zoneexpand,dynamic.c,pid %x (%s) pc %08X\n
_headers,dynamic.c,h %08X %d\n
_headers,dynamic.c,%s %08X %08X_%08X %08X_%08X %08X %08X %d\n
_headers,dynamic.c,%d unreported blocks\n
_consistency,dynamic.c,adjaceny list not in ascending order\n
_consistency,dynamic.c,free list not in ascending order\n
_consistency,dynamic.c,corruption at address %08X in block %08X
_consistency,dynamic.c, repaired\n
_consistency,dynamic.c,broken ownership queue for block %08X\n
_validate,dynamic.c,-v not supported\n
_validate,dynamic.c,validation error a=%08X m=%08X r=%08X \n
_status,dynamic.c,%s%s%s
_status,dynamic.c,zone     zone       used    used       free    free       utili-  high\n
_status,dynamic.c,address  size       blocks  bytes      blocks  bytes      zation  water\n
_status,dynamic.c,-------- ---------- ------- ---------- ------- ---------- ------- ----------\n
_status,dynamic.c,%08X %-10d %-7d %-10d %-7d %-10d %3d %%   %-10d\n
echo,echo.c,%s%s
edit,edit.c,editing `%s'\n
